"","SampleID","FacilityID","Facility.Type","UtmX83","UtmY83","Latitude83","Longitude83","QuarterQuarter","Section","Township","Range","Meridian","County","PermitNumber","ReceiptNumber","WellDepth","Sample.Date","Matrix","Sample.Reason","ResultID","MethodCode","ParamDescription","ResultValue","Qualifier","Units","FractionType","DetectionLimit"
"87",473490,704989,"Ground Water",600624,4448378,NA,NA,"NWSE",36,"3 N","58 W","","MORGAN                             ",NA,"",NA,2007-02-21,"","",71469571,"UnSpecified-Older data may not contain method info","TOLUENE",66,"","ug/L","",1
"88",473491,704990,"Domestic Well",601182,4449346,NA,NA,"NENE",36,"3 N","58 W","","MORGAN                             ",NA,"",-999,2007-02-20,"","",71472715,"UnSpecified-Older data may not contain method info","BENZENE",2,"","ug/L","",1
"89",473496,704990,"Domestic Well",601182,4449346,NA,NA,"NENE",36,"3 N","58 W","","MORGAN                             ",NA,"",-999,2007-06-21,"WATER","",71641899,"UnSpecified-Older data may not contain method info","BENZENE",3,"","ug/L","",1
"90",473498,704990,"Domestic Well",601182,4449346,NA,NA,"NENE",36,"3 N","58 W","","MORGAN                             ",NA,"",-999,2007-06-21,"WATER","",71730991,"UnSpecified-Older data may not contain method info","BENZENE",3,"","ug/L","",1
"91",473501,704990,"Domestic Well",601182,4449346,NA,NA,"NENE",36,"3 N","58 W","","MORGAN                             ",NA,"",-999,2007-08-27,"WATER","",71736364,"UnSpecified-Older data may not contain method info","BENZENE",2,"","ug/L","",1
"92",473503,704990,"Domestic Well",601182,4449346,NA,NA,"NENE",36,"3 N","58 W","","MORGAN                             ",NA,"",-999,2007-08-27,"WATER","",71469622,"UnSpecified-Older data may not contain method info","BENZENE",2,"","ug/L","",1
"93",473505,704990,"Domestic Well",601182,4449346,NA,NA,"NENE",36,"3 N","58 W","","MORGAN                             ",NA,"",-999,2007-09-25,"WATER","",71474767,"UnSpecified-Older data may not contain method info","BENZENE",2,"","ug/L","",1
"94",473507,704990,"Domestic Well",601182,4449346,NA,NA,"NENE",36,"3 N","58 W","","MORGAN                             ",NA,"",-999,2007-09-25,"WATER","",71638089,"UnSpecified-Older data may not contain method info","BENZENE",2,"","ug/L","",1
"95",473509,704990,"Domestic Well",601182,4449346,NA,NA,"NENE",36,"3 N","58 W","","MORGAN                             ",NA,"",-999,2007-11-07,"WATER","",71638099,"UnSpecified-Older data may not contain method info","BENZENE",2,"","ug/L","",1
"96",473545,705007,"Domestic Well",510862,4154566,NA,NA,"NESW",10,"29 S","67 W","6","HUERFANO                           ",267694,"",834,2007-11-10,"WATER","",71640383,"UnSpecified-Older data may not contain method info","TOLUENE",139,"","ug/L","",10
"97",473548,705007,"Domestic Well",510862,4154566,NA,NA,"NESW",10,"29 S","67 W","6","HUERFANO                           ",267694,"",834,2008-01-30,"WATER","",71731522,"UnSpecified-Older data may not contain method info","TOLUENE",64,"E","ug/L","",1
"98",473551,705007,"Domestic Well",510862,4154566,NA,NA,"NESW",10,"29 S","67 W","6","HUERFANO                           ",267694,"",834,2008-03-26,"WATER","",71470119,"UnSpecified-Older data may not contain method info","TOLUENE",65,"E","ug/L","",1
"99",473552,705007,"Domestic Well",510862,4154566,NA,NA,"NESW",10,"29 S","67 W","6","HUERFANO                           ",267694,"",834,2008-12-29,"WATER","",71640739,"UnSpecified-Older data may not contain method info","TOLUENE",4.3,"","ug/L","",1
"100",473553,705007,"Domestic Well",510862,4154566,NA,NA,"NESW",10,"29 S","67 W","6","HUERFANO                           ",267694,"",834,2008-12-29,"WATER","",71735087,"UnSpecified-Older data may not contain method info","TOLUENE",2.4,"","ug/L","",1
"101",473555,705007,"Domestic Well",510862,4154566,NA,NA,"NESW",10,"29 S","67 W","6","HUERFANO                           ",267694,"",834,2009-05-09,"WATER","",71471870,"UnSpecified-Older data may not contain method info","TOLUENE",2.32,"","ug/L","",0.5
"102",473577,705008,"Ground Water",510863,4152763,NA,NA,"NESE",15,"29 S","67 W","6","HUERFANO                           ",181278,"",323,2008-01-30,"WATER","",71374317,"UnSpecified-Older data may not contain method info","TOLUENE",1.4,"","ug/L","",1
"103",473637,705008,"Ground Water",510863,4152763,NA,NA,"NESE",15,"29 S","67 W","6","HUERFANO                           ",181278,"",323,2010-09-13,"WATER","",71718913,"UnSpecified-Older data may not contain method info","TOLUENE",1.2,"","ug/L","",1
"104",473667,705030,"Ground Water",543045,4414802,39.88,-104.49,"NWNE",13,"2 S","64 W","","ADAMS                              ",NA,"",NA,2007-06-13,"WATER","",71681346,"SW-846 method 8021 AROMATIC AND HALOGENATED VOLATI","TOLUENE",2.4,"","ug/L","",0.5
"105",473676,705037,"Ground Water",547908,4415469,39.88,-104.43,"NWSE",9,"2 S","63 W","6","ADAMS                              ",NA,"",NA,2007-06-12,"WATER","",71640475,"SW-846 method 8021 AROMATIC AND HALOGENATED VOLATI","BENZENE",0.74,"","ug/L","",0.5
"106",473688,705043,"Ground Water",543819,4422998,39.95,-104.48,"SWSW",18,"1 S","63 W","","ADAMS                              ",NA,"",NA,2007-06-12,"WATER","",71640572,"SW-846 method 8021 AROMATIC AND HALOGENATED VOLATI","TOLUENE",4.8,"","ug/L","",0.5
