"","SampleID","FacilityID","Sample.Date","Matrix","Sample.Reason","Facility.Type","UtmX83","UtmY83","Latitude83","Longitude83","QuarterQuarter","Section","Township","Range","Meridian","County","PermitNumber","ReceiptNumber","WellDepth"
"18310",560494,755792,"8/21/2017 10:12:00","WATER","Trip Blank","Domestic Well",509276,4432897,40.04,-104.89,"NWNE",21,"1 N","67 W","6","WELD                               ",287248,"3653012",750
"18311",560496,755793,"8/21/2017 13:12:00","WATER","Voluntary baseline sample","Domestic Well",509159,4432741,40.04,-104.89,"SWSE",16,"1 N","67 W","6","WELD                               ",234016,"0476018",720
"18312",560500,755793,"8/21/2017 13:12:00","WATER","Voluntary baseline sample","Domestic Well",509159,4432741,40.04,-104.89,"SWSE",16,"1 N","67 W","6","WELD                               ",234016,"0476018",720
"18313",560502,755793,"8/21/2017 13:12:00","WATER","Trip Blank","Domestic Well",509159,4432741,40.04,-104.89,"SWSE",16,"1 N","67 W","6","WELD                               ",234016,"0476018",720
"18314",560504,755794,"8/22/2017 10:37:00","WATER","Voluntary baseline sample","Domestic Well",509691,4432170,40.03,-104.88,"SENE",21,"1 N","67 W","6","WELD                               ",42431,"0350712",680
"18315",560508,755794,"8/22/2017 10:37:00","WATER","Voluntary baseline sample","Domestic Well",509691,4432170,40.03,-104.88,"SENE",21,"1 N","67 W","6","WELD                               ",42431,"0350712",680
"18316",560510,755795,"8/22/2017 12:32:00","WATER","Voluntary baseline sample","Domestic Well",509748,4430644,40.02,-104.88,"NWNW",27,"1 N","67 W","6","WELD                               ",139147,"0252985",735
"18317",560514,755795,"8/22/2017 12:32:00","WATER","Voluntary baseline sample","Domestic Well",509748,4430644,40.02,-104.88,"NWNW",27,"1 N","67 W","6","WELD                               ",139147,"0252985",735
"18318",560516,755795,"8/22/2017 12:32:00","WATER","Trip Blank","Domestic Well",509748,4430644,40.02,-104.88,"NWNW",27,"1 N","67 W","6","WELD                               ",139147,"0252985",735
"18319",560518,755796,"8/24/2017 11:16:00","WATER","Voluntary baseline sample","Domestic Well",508959,4432046,40.03,-104.89,"SWNE",21,"1 N","67 W","6","WELD                               ",68577,"9065144",NA
"18320",560522,755796,"8/24/2017 11:16:00","WATER","Voluntary baseline sample","Domestic Well",508959,4432046,40.03,-104.89,"SWNE",21,"1 N","67 W","6","WELD                               ",68577,"9065144",NA
"18321",560524,755796,"8/24/2017 11:16:00","WATER","Trip Blank","Domestic Well",508959,4432046,40.03,-104.89,"SWNE",21,"1 N","67 W","6","WELD                               ",68577,"9065144",NA
"18322",560526,755794,"8/22/2017 10:37:00","WATER","Trip Blank","Domestic Well",509691,4432170,40.03,-104.88,"SENE",21,"1 N","67 W","6","WELD                               ",42431,"0350712",680
"18323",560578,753287,"8/1/2017 11:00:00","WATER","Rule 609 Pre Drill","Commercial",532249,4387680,39.63,-104.62,"NE NE",11,"5 S","65 W","6","ARAPAHOE                           ",48145,"0413437",25
"18324",560580,752767,"8/9/2017 10:55:00","WATER","Rule 609 Pre Drill","Ground Water",536814,4395699,39.71,-104.57,"SWSE",28,"4 S","64 W","6","ARAPAHOE                           ",229884,"0467436",1015
"18325",560582,752768,"8/9/2017 12:22:00","WATER","Rule 609 Pre Drill","Ground Water",536996,4395165,39.7,-104.56,"SENW",17,"4 S","64 W","6","ARAPAHOE                           ",58386,"0498916",1030
"18326",560584,752767,"9/26/2017 10:00:00","WATER","Rule 609 Pre Drill","Ground Water",536814,4395699,39.71,-104.57,"SWSE",28,"4 S","64 W","6","ARAPAHOE                           ",229884,"0467436",1015
"18327",560594,707183,"10/4/2017 11:15:00","WATER","","Domestic Well",504097,4122207,37.24,-104.95,"SWNW",24,"32 S","68 W","6","LAS ANIMAS                         ",277772,"",102
"18328",560596,705329,"10/17/2017 10:00:00","WATER","","Domestic Well",506125,4124729,37.26,-104.93,"SESW",7,"32 S","67 W","6","LAS ANIMAS                         ",NA,"",65
"18329",560634,704396,"8/25/2017 9:45:00","WATER","Complaint Investigation","Domestic Well",260606,4371972,39.46,-107.78,"NENW",9,"7 S","93 W","6","GARFIELD                           ",208094,"0428056 ",165
"18330",560636,704397,"8/25/2017 10:55:00","WATER","Complaint Investigation","Domestic Well",260690,4372359,39.46,-107.78,"SESW",4,"7 S","93 W","6","GARFIELD                           ",250468,"9501464 ",160
"18331",560656,755697,"7/26/2017 10:47:00","WATER","Trip Blank","Irrigation",527668,4439964,40.1,-104.67,"SWNW",28,"2 N","65 W","6","WELD                               ",5451,"9059377",62
"18332",560658,755697,"7/26/2017 10:47:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Irrigation",527668,4439964,40.1,-104.67,"SWNW",28,"2 N","65 W","6","WELD                               ",5451,"9059377",62
"18333",560660,755508,"4/24/2017 9:59:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Stock or  Irrigation",538340,4474783,40.42,-104.54,"SESE",4,"5 N","64 W","6","WELD                               ",8658,"9060022 ",101
"18334",560662,756999,"5/17/2017 12:43:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Irrigation",518263,4479695,40.46,-104.78,"SESW",21,"6 N","66 W","6","WELD                               ",280685,"3639301 ",55
"18335",560664,754618,"9/26/2017 10:13:00","WATER","Land Owner Request","Stock or  Irrigation",558799,4467633,40.35,-104.3,"SENE",34,"5 N","62 W","6","WELD                               ",NA,"",NA
"18336",560666,753454,"9/26/2017 11:05:00","WATER","Land Owner Request","Stock or  Irrigation",562409,4471303,40.38,-104.26,"NENE",24,"5 N","62 W","6","WELD                               ",165930,"0019533",31
"18337",560668,753443,"9/26/2017 9:43:00","WATER","Land Owner Request","Stock or  Irrigation",557146,4463833,40.32,-104.32,"SWSE",9,"4 N","62 W","6","WELD                               ",18784,"9062547",151
"18338",560670,755316,"9/26/2017 9:06:00","WATER","Land Owner Request","Stock or  Irrigation",555338,4461414,40.3,-104.34,"NWNE",20,"4 N","62 W","6","WELD                               ",126004,"9066398",60
"18339",560672,757113,"9/26/2017 8:23:00","WATER","Land Owner Request","Groundwater",557889,4457066,40.26,-104.31,"Lot 4",34,"4 N","62 W","6","WELD                               ",31617,"0027976",112
"18340",560674,754617,"9/26/2017 10:41:00","WATER","Land Owner Request","Stock or  Irrigation",558503,4469822,40.37,-104.31,"NENW",27,"5 n","62 w","6","WELD                               ",NA,"",NA
"18341",560678,700320,"9/26/2017 12:31:00","WATER","Rule 608 Pre drill","Ground Water",275107,4105141,37.06,-107.52,"NWNW",32,"33 N","6 W","N","LA PLATA                           ",NA,"",23
"18342",560680,700320,"9/26/2017 12:31:00","WATER","Rule 608 Pre drill","Ground Water",275107,4105141,37.06,-107.52,"NWNW",32,"33 N","6 W","N","LA PLATA                           ",NA,"",23
"18343",560684,756990,"9/26/2017 14:03:00","WATER","Rule 608 Pre drill","Domestic Well",274449,4106728,37.07,-107.53,"NWNE",30,"33 N","6 W","N","LA PLATA                           ",244444,"9701017 ",200
"18344",560686,756990,"9/26/2017 14:03:00","WATER","Rule 608 Pre drill","Domestic Well",274449,4106728,37.07,-107.53,"NWNE",30,"33 N","6 W","N","LA PLATA                           ",244444,"9701017 ",200
"18345",560690,757011,"9/27/2017 11:45:00","WATER","Rule 608 Pre drill","Domestic Well",273290,4107426,37.08,-107.55,"SWSW",19,"33 N","6 W","N","LA PLATA                           ",294613,"9703557 ",NA
"18346",560692,757011,"9/27/2017 11:45:00","WATER","Rule 608 Pre drill","Domestic Well",273290,4107426,37.08,-107.55,"SWSW",19,"33 N","6 W","N","LA PLATA                           ",294613,"9703557 ",NA
"18347",560696,757010,"9/27/2017 10:40:00","WATER","Rule 608 Pre drill","Domestic Well",274516,4107965,37.09,-107.53,"SWNE",19,"33 N","6 W","N","LA PLATA                           ",240034,"9700784 ",200
"18348",560698,757010,"9/27/2017 10:40:00","WATER","Rule 608 Pre drill","Domestic Well",274516,4107965,37.09,-107.53,"SWNE",19,"33 N","6 W","N","LA PLATA                           ",240034,"9700784 ",200
"18349",560702,757012,"10/3/2017 10:51:00","WATER","Rule 608 Pre drill","Domestic Well",274356,4107462,37.08,-107.53,"NWSE",19,"33 N","6 W","N","LA PLATA                           ",199470,"0409669 ",140
"18350",560704,757012,"10/3/2017 10:51:00","WATER","Rule 608 Pre drill","Domestic Well",274356,4107462,37.08,-107.53,"NWSE",19,"33 N","6 W","N","LA PLATA                           ",199470,"0409669 ",140
"18351",560708,706082,"10/3/2017 9:48:00","WATER","Rule 608 Pre drill","Domestic Well",273513,4108008,37.09,-107.54,"NW",19,"33 N","6 W","N","LA PLATA                           ",NA,"",30
"18352",560710,706082,"10/3/2017 9:48:00","WATER","Rule 608 Pre drill","Domestic Well",273513,4108008,37.09,-107.54,"NW",19,"33 N","6 W","N","LA PLATA                           ",NA,"",30
"18353",560714,756991,"9/26/2017 11:10:00","WATER","Rule 608 Pre drill","Domestic Well",274264,4107316,37.08,-107.53,"SWSE",19,"33 N","6 W","N","LA PLATA                           ",241937,"9700922 ",190
"18354",560716,756991,"9/26/2017 11:10:00","WATER","Rule 608 Pre drill","Domestic Well",274264,4107316,37.08,-107.53,"SWSE",19,"33 N","6 W","N","LA PLATA                           ",241937,"9700922 ",190
"18355",560720,752677,"9/27/2017 9:27:00","WATER","Rule 608 6 year post drill","Ground Water",297020,4098598,37.01,-107.28,"SESE",16,"32 N","4 W","N","ARCHULETA                          ",93479,"9121633",170
"18356",560722,752677,"9/27/2017 9:27:00","WATER","Rule 608 6 year post drill","Ground Water",297020,4098598,37.01,-107.28,"SESE",16,"32 N","4 W","N","ARCHULETA                          ",93479,"9121633",170
"18357",560726,706167,"8/15/2017 8:38:00","WATER","Rule 608 Pre drill","Domestic Well",275051,4125971,37.25,-107.53,"SESW",33,"35 N","6 W","N","LA PLATA                           ",205296,"",330
"18358",560730,754580,"10/11/2017 8:55:00","WATER","Rule 608  1 year post drill","Domestic Well",262713,4117045,37.16,-107.67,"SESW",24,"34 N","8 W","N","LA PLATA                           ",248656,"9701194",200
"18359",560732,754580,"10/11/2017 8:55:00","WATER","Rule 608  1 year post drill","Domestic Well",262713,4117045,37.16,-107.67,"SESW",24,"34 N","8 W","N","LA PLATA                           ",248656,"9701194",200
"18360",560734,705794,"8/7/2017 11:36:00","WATER","Trip Blank","Ground Water",528203,4442367,40.13,-104.66,"",21,"2 n","65 w","6","WELD                               ",184539,"",60
"18361",560736,705794,"8/7/2017 11:36:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Ground Water",528203,4442367,40.13,-104.66,"",21,"2 n","65 w","6","WELD                               ",184539,"",60
"18362",560738,754199,"8/8/2017 12:26:00","WATER","Trip Blank","Domestic Well",517093,4438364,40.09,-104.79,"SWNE",32,"2 N","66 W","6","WELD                               ",160705,"0326147B",45
"18363",560740,754199,"8/8/2017 12:26:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Domestic Well",517093,4438364,40.09,-104.79,"SWNE",32,"2 N","66 W","6","WELD                               ",160705,"0326147B",45
"18364",560742,754597,"10/11/2017 10:37:00","WATER","Rule 608  1 year post drill","Domestic Well",262835,4117147,37.17,-107.67,"SESW",24,"34 N","8 W","M","LA PLATA                           ",167938,"0347384",200
"18365",560746,754597,"10/11/2017 10:37:00","WATER","Rule 608  1 year post drill","Domestic Well",262835,4117147,37.17,-107.67,"SESW",24,"34 N","8 W","M","LA PLATA                           ",167938,"0347384",200
"18366",560748,754603,"10/11/2017 11:27:00","WATER","Rule 608  1 year post drill","Domestic Well",262703,4117563,37.17,-107.67,"NESW",24,"34 N","8 W","N","LA PLATA                           ",249468,"9701176",200
"18367",560752,754603,"10/11/2017 11:27:00","WATER","Rule 608  1 year post drill","Domestic Well",262703,4117563,37.17,-107.67,"NESW",24,"34 N","8 W","N","LA PLATA                           ",249468,"9701176",200
"18368",560754,757136,"7/25/2017 13:50:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Domestic Well",528375,4440737,40.11,-104.66,"NWNE",28,"2 N","65 W","6","WELD                               ",252821,"0515105",800
"18369",560758,757136,"7/25/2017 13:50:00","WATER","Rule 318A.e.(4)/318A.f Post Drill","Domestic Well",528375,4440737,40.11,-104.66,"NWNE",28,"2 N","65 W","6","WELD                               ",252821,"0515105",800
"18370",560760,757136,"7/25/2017 13:50:00","WATER","Trip Blank","Domestic Well",528375,4440737,40.11,-104.66,"NWNE",28,"2 N","65 W","6","WELD                               ",252821,"0515105",800
"18371",560762,706167,"8/15/2017 8:38:00","WATER","Rule 608 Pre drill","Domestic Well",275051,4125971,37.25,-107.53,"SESW",33,"35 N","6 W","N","LA PLATA                           ",205296,"",330
"18372",560766,754579,"10/11/2017 9:37:00","WATER","Rule 608  1 year post drill","Domestic Well",262639,4117084,37.17,-107.67,"SWSW",24,"34 N","8 W","N","LA PLATA                           ",119033,"9124070",167
"18373",560768,754579,"10/11/2017 9:37:00","WATER","Rule 608  1 year post drill","Domestic Well",262639,4117084,37.17,-107.67,"SWSW",24,"34 N","8 W","N","LA PLATA                           ",119033,"9124070",167
"18374",560771,753306,"8/23/2017 0:00:00","WATER","Trip Blank","Domestic Well",599999,4434976,40.05,-103.82,"SWSW",12,"1 N","58 W","6","MORGAN                             ",233888,"0476067",70
"18375",560772,753306,"8/23/2017 16:00:00","WATER","Adena Field Monitoring","Domestic Well",599999,4434976,40.05,-103.82,"SWSW",12,"1 N","58 W","6","MORGAN                             ",233888,"0476067",70
"18376",560775,753301,"8/23/2017 0:00:00","WATER","Trip Blank","Domestic Well",603403,4441061,40.11,-103.78,"SWSE",29,"2 N","57 W","6","MORGAN                             ",10157,"9047291",74
"18377",560776,753301,"8/23/2017 12:25:00","WATER","Adena Field Monitoring","Domestic Well",603403,4441061,40.11,-103.78,"SWSE",29,"2 N","57 W","6","MORGAN                             ",10157,"9047291",74
"18378",560779,704845,"8/23/2017 0:00:00","WATER","Trip Blank","Groundwater",604083,4440161,NA,NA,"SWSE",29,"2 N","57 W","6","MORGAN                             ",186371,"0379181B",78
"18379",560780,704845,"8/23/2017 13:40:00","WATER","Adena Field Monitoring","Groundwater",604083,4440161,NA,NA,"SWSE",29,"2 N","57 W","6","MORGAN                             ",186371,"0379181B",78
"18380",560783,753309,"8/23/2017 0:00:00","WATER","Trip Blank","Domestic Well",594882,4434491,40.05,-103.88,"NENE",17,"1 N","58 W","6","MORGAN                             ",56830,"9049029",70
"18381",560784,753309,"8/23/2017 8:15:00","WATER","Adena Field Monitoring","Domestic Well",594882,4434491,40.05,-103.88,"NENE",17,"1 N","58 W","6","MORGAN                             ",56830,"9049029",70
"18382",560787,753308,"8/23/2017 0:00:00","WATER","Trip Blank","Domestic Well",601444,4432733,40.03,-103.81,"SWNW",18,"1 N","57 W","6","MORGAN                             ",9384,"0900424",35
"18383",560788,753308,"8/23/2017 10:20:00","WATER","Adena Field Monitoring","Domestic Well",601444,4432733,40.03,-103.81,"SWNW",18,"1 N","57 W","6","MORGAN                             ",9384,"0900424",35
"18384",560790,701633,"9/29/2017 10:20:00","WATER","Land Owner Request","Ground Water",257940,4128991,37.27,-107.73,"SWNE",27,"35 N","8 W","N","LA PLATA                           ",172763,"0357614",200
"18385",560870,752520,"7/6/2017 16:41:00","WATER","Voluntary baseline sample","Ground Water",515694,4453791,40.23,-104.81,"SWSE",7,"3 N","66 W","6","WELD                               ",15631,"9062259 ",315
"18386",560874,752520,"7/6/2017 16:41:00","WATER","Voluntary baseline sample","Ground Water",515694,4453791,40.23,-104.81,"SWSE",7,"3 N","66 W","6","WELD                               ",15631,"9062259 ",315
"18387",560876,752520,"7/6/2017 16:41:00","WATER","Trip Blank","Ground Water",515694,4453791,40.23,-104.81,"SWSE",7,"3 N","66 W","6","WELD                               ",15631,"9062259 ",315
"18388",560878,752795,"7/10/2017 12:41:00","WATER","Voluntary baseline sample","Ground Water",508835,4429292,40.01,-104.89,"NENW",33,"1 N","67 W","6","WELD                               ",242005,"0492318",840
"18389",560882,752795,"7/10/2017 12:41:00","WATER","Voluntary baseline sample","Ground Water",508835,4429292,40.01,-104.89,"NENW",33,"1 N","67 W","6","WELD                               ",242005,"0492318",840
"18390",560886,752795,"7/10/2017 12:41:00","WATER","Trip Blank","Ground Water",508835,4429292,40.01,-104.89,"NENW",33,"1 N","67 W","6","WELD                               ",242005,"0492318",840
"18391",560888,752922,"7/11/2017 14:07:00","WATER","Voluntary baseline sample","Commercial",526931,4448672,40.18,-104.68,"NWNE",32,"3 N","65 W","6","WELD                               ",84411,"0422450",520
"18392",560892,752922,"7/11/2017 14:07:00","WATER","Voluntary baseline sample","Commercial",526931,4448672,40.18,-104.68,"NWNE",32,"3 N","65 W","6","WELD                               ",84411,"0422450",520
"18393",560894,752795,"7/11/2017 14:07:00","WATER","Trip Blank","Ground Water",508835,4429292,40.01,-104.89,"NENW",33,"1 N","67 W","6","WELD                               ",242005,"0492318",840
"18394",560896,754022,"7/12/2017 12:07:00","WATER","Voluntary baseline sample","Ground Water",525674,4449137,40.19,-104.69,"SESE",30,"3 N","65 W","6","WELD                               ",272956,"3612977 ",400
"18395",560900,754022,"7/12/2017 12:07:00","WATER","Voluntary baseline sample","Ground Water",525674,4449137,40.19,-104.69,"SESE",30,"3 N","65 W","6","WELD                               ",272956,"3612977 ",400
"18396",560902,754022,"7/12/2017 12:07:00","WATER","Trip Blank","Ground Water",525674,4449137,40.19,-104.69,"SESE",30,"3 N","65 W","6","WELD                               ",272956,"3612977 ",400
"18397",560904,755053,"7/24/2017 15:41:00","WATER","Voluntary baseline sample","Commercial",525587,4449067,40.19,-104.69,"SESE",30,"3 N","65 W","6","WELD                               ",78801,"3672659 ",610
"18398",560908,755053,"7/24/2017 15:41:00","WATER","Voluntary baseline sample","Commercial",525587,4449067,40.19,-104.69,"SESE",30,"3 N","65 W","6","WELD                               ",78801,"3672659 ",610
"18399",560910,755053,"7/24/2017 15:41:00","WATER","Trip Blank","Commercial",525587,4449067,40.19,-104.69,"SESE",30,"3 N","65 W","6","WELD                               ",78801,"3672659 ",610
"18400",560912,754298,"8/14/2017 13:12:00","WATER","Voluntary baseline sample","Domestic Well",532857,4442687,40.13,-104.61,"SESW",13,"2 N","65 W","6","WELD                               ",70900,"9065242",NA
"18401",560916,754298,"8/14/2017 13:12:00","WATER","Voluntary baseline sample","Domestic Well",532857,4442687,40.13,-104.61,"SESW",13,"2 N","65 W","6","WELD                               ",70900,"9065242",NA
"18402",560918,754298,"8/14/2017 13:12:00","WATER","Trip Blank","Domestic Well",532857,4442687,40.13,-104.61,"SESW",13,"2 N","65 W","6","WELD                               ",70900,"9065242",NA
"18403",560920,755905,"8/31/2017 16:02:00","WATER","Voluntary baseline sample","Domestic Well",511880,4430833,40.02,-104.86,"NENW",26,"1 N","67 W","6","WELD                               ",303127,"3676781",850
"18404",560924,755905,"8/31/2017 16:02:00","WATER","Voluntary baseline sample","Domestic Well",511880,4430833,40.02,-104.86,"NENW",26,"1 N","67 W","6","WELD                               ",303127,"3676781",850
"18405",560926,755905,"8/31/2017 16:02:00","WATER","Trip Blank","Domestic Well",511880,4430833,40.02,-104.86,"NENW",26,"1 N","67 W","6","WELD                               ",303127,"3676781",850
"18406",560928,753870,"9/6/2017 16:22:00","WATER","Voluntary baseline sample","Domestic Well",511428,4444553,40.15,-104.86,"NWSW",11,"2 N","67 W","6","WELD                               ",65779,"3616462 ",500
"18407",560932,753870,"9/6/2017 16:22:00","WATER","Voluntary baseline sample","Domestic Well",511428,4444553,40.15,-104.86,"NWSW",11,"2 N","67 W","6","WELD                               ",65779,"3616462 ",500
"18408",560934,753870,"9/6/2017 16:22:00","WATER","Voluntary baseline sample","Domestic Well",511428,4444553,40.15,-104.86,"NWSW",11,"2 N","67 W","6","WELD                               ",65779,"3616462 ",500
"18409",560960,755934,"9/12/2017 13:30:00","WATER","Rule 609 Pre Drill","Stock or  Irrigation",630159,4291971,38.76,-103.5,"SWSE",1,"15 S","55 W","6","LINCOLN                            ",286743,"3652442",50
"18410",560962,755933,"9/12/2017 15:40:00","WATER","Rule 609 Pre Drill","Municipal",629194,4287492,38.72,-103.51,"NWSW",24,"15 S","55 W","6","LINCOLN                            ",36159,"0305683",47
"18411",560965,752794,"9/27/2017 12:46:00","WATER","Trip Blank","Ground Water",509554,4429033,40.01,-104.88,"NENE",33,"1 N","67 W","6","WELD                               ",228628,"3651619 ",800
"18412",560969,752794,"9/27/2017 12:46:00","WATER","Complaint Investigation","Ground Water",509554,4429033,40.01,-104.88,"NENE",33,"1 N","67 W","6","WELD                               ",228628,"3651619 ",800
"18413",560971,752794,"9/27/2017 12:46:00","WATER","Complaint Investigation","Ground Water",509554,4429033,40.01,-104.88,"NENE",33,"1 N","67 W","6","WELD                               ",228628,"3651619 ",800
"18414",560975,752794,"9/27/2017 12:46:00","WATER","Complaint Investigation","Ground Water",509554,4429033,40.01,-104.88,"NENE",33,"1 N","67 W","6","WELD                               ",228628,"3651619 ",800
"18415",560981,755881,"8/24/2017 13:12:00","WATER","Trip Blank","Domestic Well",512867,4435904,40.07,-104.84,"SESE",2,"1 N","67 W","6","WELD                               ",17560,"9062458",552
"18416",560983,755881,"8/24/2017 13:12:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Domestic Well",512867,4435904,40.07,-104.84,"SESE",2,"1 N","67 W","6","WELD                               ",17560,"9062458",552
"18417",560987,755881,"8/24/2017 13:12:00","WATER","Rule 318A.e.(4)/318A.f Pre Drill ","Domestic Well",512867,4435904,40.07,-104.84,"SESE",2,"1 N","67 W","6","WELD                               ",17560,"9062458",552
"18418",560989,750142,"8/23/2017 12:37:00","WATER","Voluntary baseline sample","Ground Water",509562,4432978,40.04,-104.88,"SESE",16,"1 N","67 W","6","WELD                               ",259211,"0528355 ",740
"18419",560993,750142,"8/23/2017 12:37:00","WATER","Voluntary baseline sample","Ground Water",509562,4432978,40.04,-104.88,"SESE",16,"1 N","67 W","6","WELD                               ",259211,"0528355 ",740
"18420",560995,750142,"8/23/2017 12:37:00","WATER","Trip Blank","Ground Water",509562,4432978,40.04,-104.88,"SESE",16,"1 N","67 W","6","WELD                               ",259211,"0528355 ",740
"18421",560997,755902,"8/31/2017 11:42:00","WATER","Voluntary baseline sample","Commercial",509592,4433271,40.04,-104.88,"NESE",16,"1 N","67 W","6","WELD                               ",45561,"0390738",760
"18422",561001,755902,"8/31/2017 11:42:00","WATER","Voluntary baseline sample","Commercial",509592,4433271,40.04,-104.88,"NESE",16,"1 N","67 W","6","WELD                               ",45561,"0390738",760
"18423",561003,755902,"8/31/2017 11:42:00","WATER","Trip Blank","Commercial",509592,4433271,40.04,-104.88,"NESE",16,"1 N","67 W","6","WELD                               ",45561,"0390738",760
"18424",561005,755910,"9/5/2017 11:41:00","WATER","Voluntary baseline sample","Domestic Well",508931,4432490,40.04,-104.89,"NWNE",21,"1 N","67 W","6","WELD                               ",291522,"3660202",720
"18425",561009,755910,"9/5/2017 11:41:00","WATER","Voluntary baseline sample","Domestic Well",508931,4432490,40.04,-104.89,"NWNE",21,"1 N","67 W","6","WELD                               ",291522,"3660202",720
"18426",561011,755910,"9/5/2017 11:41:00","WATER","Trip Blank","Domestic Well",508931,4432490,40.04,-104.89,"NWNE",21,"1 N","67 W","6","WELD                               ",291522,"3660202",720
"18427",561013,755649,"9/6/2017 11:12:00","WATER","Voluntary baseline sample","Domestic Well",508955,4431182,40.03,-104.89,"SWNE",21,"1 N","67 W","6","WELD                               ",68758,"9065150",NA
"18428",561017,755649,"9/6/2017 11:12:00","WATER","Voluntary baseline sample","Domestic Well",508955,4431182,40.03,-104.89,"SWNE",21,"1 N","67 W","6","WELD                               ",68758,"9065150",NA
"18429",561019,755649,"9/6/2017 11:12:00","WATER","Trip Blank","Domestic Well",508955,4431182,40.03,-104.89,"SWNE",21,"1 N","67 W","6","WELD                               ",68758,"9065150",NA
"18430",561021,755896,"8/28/2017 12:57:00","WATER","Voluntary baseline sample","Domestic Well",511422,4433342,40.05,-104.86,"NWSW",14,"1 N","67 W","6","WELD                               ",244824,"0497425",0
"18431",561025,755896,"8/28/2017 12:57:00","WATER","Voluntary baseline sample","Domestic Well",511422,4433342,40.05,-104.86,"NWSW",14,"1 N","67 W","6","WELD                               ",244824,"0497425",0
"18432",561027,755896,"8/28/2017 12:57:00","WATER","Trip Blank","Domestic Well",511422,4433342,40.05,-104.86,"NWSW",14,"1 N","67 W","6","WELD                               ",244824,"0497425",0
"18433",561029,755660,"8/29/2017 11:22:00","WATER","Voluntary baseline sample","Domestic Well",517857,4432596,40.04,-104.79,"NWNW",21,"1 N","66 W","6","WELD                               ",118558,"0210439",880
"18434",561033,755660,"8/29/2017 11:22:00","WATER","Voluntary baseline sample","Domestic Well",517857,4432596,40.04,-104.79,"NWNW",21,"1 N","66 W","6","WELD                               ",118558,"0210439",880
"18435",561035,755660,"8/29/2017 8:22:00","WATER","Trip Blank","Domestic Well",517857,4432596,40.04,-104.79,"NWNW",21,"1 N","66 W","6","WELD                               ",118558,"0210439",880
"18436",561037,755920,"9/7/2017 12:37:00","WATER","Voluntary baseline sample","Commercial",513080,4436607,40.07,-104.84,"SWNW",1,"1 N","67 W","6","WELD                               ",67416,"3631544",600
"18437",561039,755920,"9/7/2017 12:37:00","WATER","Trip Blank","Commercial",513080,4436607,40.07,-104.84,"SWNW",1,"1 N","67 W","6","WELD                               ",67416,"3631544",600
"18438",561041,755791,"8/30/2017 13:36:00","WATER","Voluntary baseline sample","Domestic Well",532455,4432640,40.04,-104.61,"NWNE",24,"1 N","66 W","6","WELD                               ",49159,"9064623",52
"18439",561043,755791,"8/30/2017 11:36:00","WATER","Trip Blank","Domestic Well",532455,4432640,40.04,-104.61,"NWNE",24,"1 N","66 W","6","WELD                               ",49159,"9064623",52
"18440",561045,755906,"8/31/2017 13:35:00","WATER","Voluntary baseline sample","Domestic Well",512929,4430990,40.02,-104.84,"NENE",26,"1 N","67 W","6","WELD                               ",115376,"0205423",NA
"18441",561049,755906,"8/31/2017 13:35:00","WATER","Voluntary baseline sample","Domestic Well",512929,4430990,40.02,-104.84,"NENE",26,"1 N","67 W","6","WELD                               ",115376,"0205423",NA
"18442",561051,755906,"8/31/2017 13:35:00","WATER","Trip Blank","Domestic Well",512929,4430990,40.02,-104.84,"NENE",26,"1 N","67 W","6","WELD                               ",115376,"0205423",NA
"18443",561053,756958,"9/19/2017 13:08:00","WATER","Voluntary baseline sample","Domestic Well",527325,4433012,40.04,-104.67,"SESE",17,"1 N","65 W","6","WELD                               ",65912,"9065068",811
"18444",561057,756958,"9/19/2017 13:08:00","WATER","Voluntary baseline sample","Domestic Well",527325,4433012,40.04,-104.67,"SESE",17,"1 N","65 W","6","WELD                               ",65912,"9065068",811
"18445",561059,756958,"9/19/2017 13:08:00","WATER","Trip Blank","Domestic Well",527325,4433012,40.04,-104.67,"SESE",17,"1 N","65 W","6","WELD                               ",65912,"9065068",811
"18446",561063,755920,"9/7/2017 12:37:00","WATER","Voluntary baseline sample","Commercial",513080,4436607,40.07,-104.84,"SWNW",1,"1 N","67 W","6","WELD                               ",67416,"3631544",600
"18447",561065,756959,"9/19/2017 14:52:00","WATER","Voluntary baseline sample","Commercial",527441,4432518,40.04,-104.67,"NWNW",21,"1 N","65 W","6","WELD                               ",55617,"0474233",910
"18448",561069,756959,"9/19/2017 14:52:00","WATER","Voluntary baseline sample","Commercial",527441,4432518,40.04,-104.67,"NWNW",21,"1 N","65 W","6","WELD                               ",55617,"0474233",910
"18449",561071,756959,"9/19/2017 14:52:00","WATER","Trip Blank","Commercial",527441,4432518,40.04,-104.67,"NWNW",21,"1 N","65 W","6","WELD                               ",55617,"0474233",910
"18450",561075,756957,"9/19/2017 10:32:00","WATER","Voluntary baseline sample","Domestic Well",527468,4431132,40.02,-104.67,"SWSW",21,"1 N","65 W","6","WELD                               ",242165,"0494748B",180
