"","facility_id","facility_type","utm_x83","utm_y83","permit_number","receipt_number","well_depth","wattenberg","btex_sampled","ch4_sampled","btex_detected","ch4_detected","methane","ethane","propane","fraction","delta_13c_c1","origin"
"419","752419","Ground Water",536240,4480763,"281138","3641366A",380,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"420","752420","Ground Water",521198,4489671,"205","9058350",61,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"421","752422","Ground Water",521716,4441167,"212987","0432992",840,TRUE,FALSE,TRUE,FALSE,FALSE,48.22,0.06,1e-04,802.329450915141,-73.26,"Microbial"
"422","752450","Ground Water",533916,4437256,"39978","0039978",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"423","752451","Ground Water",533946,4437262,"12317","9061110",40,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"424","752487","Ground Water",498626,4438170,"43","3626112Q",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"425","752519","Ground Water",523910,4432294,"47016","9064521",60,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"426","752520","Ground Water",515694,4453791,"15631","9062259",315,TRUE,TRUE,TRUE,TRUE,TRUE,50.09,8.98,4.08,3.8353751914242,-47.4,"Thermogenic"
"427","752524","Ground Water",506585,4432706,"197440","0402580",340,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"428","752559","Ground Water",527550,4489027,"18432","9062516",230,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"429","752560","Ground Water",512022,4488483,"19971","9062698",42,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"430","752586","Ground Water",536123,4442423,"249190","0505896",640,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"431","752587","Ground Water",502532,4421930,"234828","0479283",0,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"432","752588","Ground Water",522514,4451905,"17837","9062470",400,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"433","752595","Ground Water",495370,4436558,"83654","9065730",45,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"434","752596","Ground Water",495444,4436492,"80328","9065576",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"435","752597","Ground Water",495302,4436624,"83653","9065729",45,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"436","752598","Ground Water",495448,4436444,"78752","911251",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"437","752599","Ground Water",495296,4436191,"59561","379587",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"438","752601","Ground Water",495144,4436279,"81523","9013124",50,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"439","752602","Ground Water",512162,4447933,"600","C620600",79,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"440","752603","Ground Water",512946,4448636,"269477","3603789B",15,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"441","752604","Ground Water",545057,4470504,"158348","0315515B",43,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"442","752606","Ground Water",529135,4473813,"267745","3600134",25,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"443","752607","Ground Water",535085,4473926,"283419","3645736D",26,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"444","752608","Ground Water",536564,4455419,"152903","0292994A",65,TRUE,TRUE,TRUE,FALSE,TRUE,50.16,0.05,0.005,912,-73.5,"Microbial"
"445","752637","Ground Water",522328,4432338,"86929","542300",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"446","752638","Ground Water",522371,4432528,"65312","9065051",250,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"447","752639","Ground Water",522967,4432615,"266022","542268",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"448","752654","Ground Water",516258,4445516,"119302","0212869",495,TRUE,FALSE,TRUE,FALSE,TRUE,49.58,0.07,NA,NA,-70.81,"Mixed"
"449","752657","Ground Water",545212,4467811,"15932","0006882",78,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"450","752659","Ground Water",559104,4480017,"106932","0104913",255,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"451","752660","Ground Water",559077,4479430,"286976","3652597",220,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"452","752661","Ground Water",516773,4459933,"260982","0532922c",90,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"453","752663","Ground Water",516115,4458382,"260980","0532922a",90,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"454","752665","Ground Water",507352,4432733,"140790","0256774",830,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"455","752666","Ground Water",509803,4431237,"76958","9065438",730,TRUE,FALSE,TRUE,FALSE,TRUE,45.67,0.04,NA,NA,-72.58,"Mixed"
"456","752667","Ground Water",517800,4490341,"117753","0209748",315,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"457","752670","Ground Water",533941,4455348,"221524","0451087",450,TRUE,TRUE,TRUE,FALSE,TRUE,73.03,8.06,4.77,5.6921278254092,-51.47,"Thermogenic"
"458","752672","Ground Water",522307,4431707,"256173",NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,63.82,0.06,0.0015,1037.72357723577,-72.66,"Microbial"
"459","752686","Ground Water",521605,4432780,"203622","416342",1120,TRUE,TRUE,TRUE,FALSE,TRUE,65.7,0.09,0,730,-70.9,"Microbial"
"460","752687","Ground Water",522285,4432647,"87944","9065849",390,TRUE,TRUE,TRUE,FALSE,TRUE,16.36,0.02,0.005,654.4,-83,"Microbial"
"461","752688","Ground Water",521701,4432719,"203621","0416195",1080,TRUE,TRUE,TRUE,TRUE,TRUE,47.44,0.06,0,790.666666666667,-73.6,"Microbial"
"462","752690","Ground Water",515927,4453383,"26277","9063201",360,TRUE,TRUE,TRUE,FALSE,TRUE,41.99,0.05,1e-04,838.12375249501,-74.21,"Microbial"
"463","752693","Ground Water",515091,4453704,"13212","9061517",52,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"464","752695","Ground Water",517833,4447594,"251600","0511246",500,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"465","752697","Ground Water",519242,4443989,"173128","0359876",695,TRUE,TRUE,TRUE,FALSE,TRUE,62.86,0.09,0.005,661.684210526316,-70.86,"Microbial"
"466","752716","Ground Water",523560,4437560,"49760","9064651",802,TRUE,TRUE,TRUE,TRUE,TRUE,48.34,0.05,0.005,878.909090909091,-73.8,"Microbial"
"467","752717","Ground Water",523360,4437551,"41355","9064230",816,TRUE,TRUE,TRUE,FALSE,TRUE,51.75,0.05,0.005,940.909090909091,-73.4,"Microbial"
"468","752718","Ground Water",504767,4425663,"49483",NA,900,TRUE,TRUE,TRUE,FALSE,FALSE,51.42,0.1,NA,NA,-70.12,"Mixed"
"469","752727","Ground Water",504258,4482562,"251842","0512971",200,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"470","752729","Ground Water",529893,4490845,"229659","0466869",40,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"471","752730","Ground Water",520778,4489367,"763","C620763",55,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
"472","752731","Ground Water",530887,4489275,"80003","9065569",300,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"473","752732","Ground Water",513463,4489029,"280937","3640373A",60,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"474","752740","Ground Water",515171,4490777,"13346","9061557",15,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"475","752741","Ground Water",517012,4489154,"13965","0503859A",28,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"476","752746","Domestic Well",517759,4454032,"254297","0517402",380,TRUE,TRUE,TRUE,FALSE,TRUE,40.07,0.02,1e-04,1993.53233830846,-72.08,"Microbial"
"477","752763","Domestic Well",521293,4456683,"40634","9064191",130,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"478","752764","Domestic Well",516078,4450401,"220643","0449850",440,TRUE,TRUE,TRUE,FALSE,TRUE,6.45,0.42,0.11,12.1698113207547,-46,"Thermogenic"
"479","752765","Domestic Well",524261,4436772,"160834","0325969B",820,TRUE,TRUE,TRUE,FALSE,TRUE,57.43,0.06,3e-04,952.40464344942,-72.23,"Microbial"
"480","752771","Domestic Well",554070,4490838,"233464","0475787",0,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"481","752773","Domestic Well",504561,4425345,"224306","0457518",875,TRUE,TRUE,TRUE,FALSE,TRUE,28.16,0.06,0.05,256,-62.79,"Microbial"
"482","752774","Ground Water",504841,4425856,"228820","0465105",885,TRUE,TRUE,TRUE,FALSE,TRUE,19.57,0.02,NA,NA,-72.05,"Mixed"
"483","752775","Ground Water",502703,4440980,"292286","3661379",19,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"484","752776","Ground Water",505100,4425446,"77978","9004462",950,TRUE,TRUE,TRUE,FALSE,TRUE,59.23,0.19,0.04,257.521739130435,-70.96,"Microbial"
"485","752777","Ground Water",504909,4425785,"238905","0486168",900,TRUE,TRUE,TRUE,FALSE,TRUE,58.58,0.1,0.001,580,-70.67,"Microbial"
"486","752785","Domestic Well",539968,4487521,"77911","9065471",480,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"487","752789","Ground Water",521261,4442488,"193332",NA,750,TRUE,TRUE,TRUE,FALSE,FALSE,53.96,0.05,NA,NA,-72.84,"Mixed"
"488","752794","Ground Water",509554,4429033,"228628","3651619",800,TRUE,TRUE,TRUE,FALSE,TRUE,5.13,0.2,0.09,17.6896551724138,-63.1,"Mixed"
"489","752795","Ground Water",508835,4429292,"242005","0492318",840,TRUE,TRUE,TRUE,FALSE,TRUE,53.11,0.48,0.08,94.8392857142857,-67,"Mixed"
"490","752800","Domestic Well",513008,4447977,"271187","3608992A",13,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"491","752809","Domestic Well",510914,4445555,"212084","0430527",267,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"492","752810","Domestic Well",521246,4451827,"216628","0442717",228,TRUE,TRUE,TRUE,TRUE,TRUE,16.36,2.02,0.49,6.51792828685259,-46.1,"Thermogenic"
"493","752811","Ground Water",522700,4451904,"162136","0331022A",450,TRUE,TRUE,TRUE,TRUE,TRUE,1.15,0.0027,8e-04,328.571428571429,-70.78,"Microbial"
"494","752812","Domestic Well",522166,4451104,"247419","0503791",580,TRUE,TRUE,TRUE,FALSE,TRUE,46.75,0.07,9e-04,659.379407616361,-68.61,"Microbial"
"495","752813","Domestic Well",521759,4451840,"231884","0471933",560,TRUE,TRUE,TRUE,FALSE,TRUE,47.63,0.04,6e-04,1173.15270935961,-69.19,"Microbial"
"496","752814","Commercial",521392,4451535,"286725","3651930",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"497","752815","Domestic Well",510876,4443176,"283948","4443182",NA,TRUE,TRUE,TRUE,FALSE,TRUE,44.15,0.05,1e-04,881.2375249501,-70.07,"Microbial"
"498","752816","Domestic Well",507337,4445442,"55339","9064807",203,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"499","752818","Domestic Well",524272,4463411,"267311","0547559",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"500","752820","Domestic Well",524965,4463308,"51089","9064694",92,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"501","752821","Domestic Well",508137,4431706,"50887","9064683",650,TRUE,TRUE,TRUE,FALSE,TRUE,15.92,0.01,0.005,1061.33333333333,-70.8,"Microbial"
"502","752837","Domestic Well",531449,4438123,"74709","3648350",920,TRUE,TRUE,TRUE,FALSE,TRUE,61.6,0.06,1e-04,1024.95840266223,-73.13,"Microbial"
"503","752838","Domestic Well",512059,4431079,"120836","0215326A",700,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"504","752839","Domestic Well",512938,4437460,"213794","0435226",720,TRUE,TRUE,TRUE,FALSE,TRUE,44.24,0.04,3e-04,1097.76674937965,-72.46,"Microbial"
"505","752840","Ground Water",513291,4436382,"87716","9065840",665,TRUE,TRUE,TRUE,FALSE,TRUE,44.59,0.04,NA,NA,-72.97,"Mixed"
"506","752841","Ground Water",509571,4429163,"228627","0464165",825,TRUE,FALSE,TRUE,FALSE,TRUE,39.04,0.65,0.24,43.8651685393258,-69.27,"Mixed"
"507","752842","Ground Water",524071,4488488,"10978","0528595",71,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"508","752843","Ground Water",510701,4490551,"139559","9066523",65,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"509","752844","Ground Water",508036,4489037,"246095","0502045B",490,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"510","752845","Ground Water",513766,4490518,"285580","3649675",40,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"511","752846","Ground Water",506355,4425299,"153479","0296667",1000,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"512","752849","Ground Water",530835,4468578,"214949","0436211",60,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"513","752851","Domestic Well",520916,4436815,"210135","0428938",875,TRUE,TRUE,TRUE,FALSE,TRUE,26.55,0.04,0.005,590,-73.7,"Microbial"
"514","752852","Domestic Well",518769,4441588,"257066","0523342",NA,TRUE,TRUE,TRUE,TRUE,TRUE,78.36,0.08,1e-04,978.277153558052,-70.83,"Microbial"
"515","752853","Domestic Well",519686,4441382,"205026","0418536",860,TRUE,FALSE,TRUE,FALSE,TRUE,59.75,0.08,7e-04,740.396530359356,-70.92,"Microbial"
"516","752854","Irrigation",517812,4478549,"8770","0240980",49,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"517","752855","Ground Water",511798,4483415,"11105","9060574",31,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"518","752859","Domestic Well",526757,4437943,"11193","0035521",70,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"519","752860","Domestic Well",512445,4445591,"185088","0377954",50,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"520","752861","Domestic Well",523304,4436896,"18452","0051966",852,TRUE,TRUE,TRUE,TRUE,TRUE,23.08,0,0.005,4616,-68.9,"Microbial"
"521","752862","Ground Water",525056,4436796,"80343","0911558",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"522","752863","Domestic Well",558186,4480385,"73419","9065317",280,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"523","752864","Irrigation",505735,4483709,"10946","0059104",37,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"524","752866","Groundwater",524297,4429564,"217359","0444371A",80,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"525","752867","Ground Water",524084,4429057,"63903","0544689B",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"526","752868","Ground Water",524202,4428581,"63904","0544689A",70,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"527","752869","Ground Water",521699,4440616,"257372","0523839",940,TRUE,TRUE,TRUE,FALSE,TRUE,62.7,0.09,0.005,660,-71,"Microbial"
"528","752888","Domestic Well",551119,4485756,"43621","9064348",123,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"529","752891","Domestic Well",541661,4476209,"81983","9065649",59,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"530","752893","Irrigation",527579,4465489,"8778","9060069",89,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"531","752895","Stock or  Irrigation",547106,4490837,"259270","0043719",100,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"532","752900","Stock or  Irrigation",559398,4466216,"229499","0038962",0,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"533","752910","Ground Water",562687,4483020,"69938","9065206",175,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"534","752912","Domestic Well",563240,4479812,"63014","9064988",150,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"535","752913","Ground Water",548396,4465525,"50385","0050385",70,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"536","752918","Domestic Well",525201,4432861,"13007","9061402",101,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"537","752919","Ground Water",520391,4447334,"16141","9062340",445,TRUE,FALSE,TRUE,FALSE,TRUE,35.89,0.03,0.03,598.166666666667,-76.9,"Microbial"
"538","752921","Ground Water",530663,4443139,"120940","0216771",63,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"539","752922","Commercial",526931,4448672,"84411","0422450",520,TRUE,TRUE,TRUE,TRUE,TRUE,79.4,7.96,3.23,7.09562109025916,-54.19,"Thermogenic"
"540","752923","Ground Water",506405,4440140,"45433","9064443",475,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"541","752932","Ground Water",500220,4433539,"113278","9066262",600,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"542","752933","Domestic Well",553321,4486172,"205708","0419984",285,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"543","752934","Domestic Well",522552,4465724,"19541","0328061",28,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"544","752935","Domestic Well",551066,4490999,"156514","0309493",295,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"545","752946","Domestic Well",506853,4429301,"204921","0418531",745,TRUE,TRUE,TRUE,FALSE,TRUE,27.33,0.03,1e-04,907.97342192691,-65.09,"Microbial"
"546","752947","Domestic Well",509531,4428151,"261730","0546378",870,TRUE,TRUE,TRUE,FALSE,TRUE,17.81,0.01,0.005,1187.33333333333,-72.2,"Microbial"
"547","752948","Domestic Well",515820,4434853,"92715","9065951",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"548","752949","Stock or  Irrigation",521576,4437162,"29774","9063462",890,TRUE,TRUE,TRUE,FALSE,TRUE,73.22,0.07,1e-04,1044.50784593438,-70.14,"Microbial"
"549","752971","Domestic Well",504629,4425575,"134971","0244373",830,TRUE,TRUE,TRUE,FALSE,TRUE,45.15,2.28,0.86,14.3789808917197,-61.4,"Mixed"
"550","752972","Ground Water",517719,4428566,"230142","0468258",961,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"551","752979","Domestic Well",526019,4435480,"215496","0440240",80,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"552","752980","Domestic Well",525027,4435876,"44275","9064385",700,TRUE,TRUE,TRUE,FALSE,TRUE,22.18,0.01,0.005,1478.66666666667,-80.3,"Microbial"
"553","752981","Domestic Well",511412,4429010,"62730","9064985",700,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"554","752982","Domestic Well",521139,4439235,"291680","3659659",300,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"555","752983","Stock or  Irrigation",509788,4442479,"9023","9060111",28,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"556","753029","Domestic Well",510375,4434196,"213568","0433917",753,TRUE,TRUE,TRUE,FALSE,TRUE,23.7,0.09,0.01,237,-64.3,"Microbial"
"557","753030","Domestic Well",507753,4434100,"273679","3616757",630,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"558","753043","Domestic Well",535615,4468363,"255318","0520494",300,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"559","753044","Domestic Well",560693,4482702,"199946","0407371",240,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"560","753045","Ground Water",531085,4470507,"25387","3651244",260,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"561","753046","Domestic Well",525999,4444458,"267021","0545040",655,TRUE,TRUE,TRUE,TRUE,TRUE,74.76,0.09,6e-04,825.165562913907,-68.4,"Microbial"
"562","753047","Domestic Well",526927,4475899,"72586","9065286",46,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"563","753052","Domestic Well",518051,4440984,"204478","0417723",50,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"564","753053","Domestic Well",507235,4434063,"182178","0374218",680,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"565","753054","Domestic Well",507429,4447141,"120181","0215392",39,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"566","753055","Stock or  Irrigation",508646,4453494,"8320","9059958",21,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"567","753060","Domestic Well",500688,4438757,"139148","252830",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"568","753061","Domestic Well",500582,4438857,"246808","0502478",400,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"569","753062","Domestic Well",500827,4438959,"67867","9065116",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"570","753063","Domestic Well",500714,4438998,"37766","9064032",315,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"571","753065","Domestic Well",521100,4439373,"63190","0540691B",808,TRUE,TRUE,TRUE,FALSE,TRUE,40.32,0.04,0.005,896,-73.7,"Microbial"
"572","753066","Domestic Well",500251,4450608,"86733","9065813",98,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"573","753067","Domestic Well",505929,4446731,"66799","515511",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"574","753068","Domestic Well",524990,4432767,"259992","0530041",80,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"575","753073","Ground Water",544934,4486064,"35392","0302696",280,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"576","753075","Ground Water",526528,4439626,"26160","9063169",675,TRUE,TRUE,TRUE,FALSE,TRUE,56.13,0.05,1e-04,1120.35928143713,-72.91,"Microbial"
"577","753076","Domestic Well",522254,4452213,"144486","0380509",380,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"578","753077","Domestic Well",522370,4452180,"151495","9066591",368,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"579","753078","Domestic Well",521750,4452006,"185227","0518489",500,TRUE,TRUE,TRUE,TRUE,TRUE,31.15,0.05,8e-04,613.188976377953,-71.49,"Microbial"
"580","753079","Domestic Well",504378,4447139,"105608","9066193a",34,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"581","753080","Domestic Well",510277,4437412,"270510","3607284",700,TRUE,TRUE,TRUE,FALSE,TRUE,14.19,0.01,0.005,946,-75.6,"Microbial"
"582","753093","Groundwater",499103,4451254,"52078","0052078",50,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"583","753105","Municipal",496918,4446793,"43821","0043821",27,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"584","753106","Domestic Well",510009,4457900,"206169","0420680",520,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"585","753113","Ground Water",509036,4479650,"74488","3647115",32,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"586","753114","Commercial",501748,4454141,"150977","0284900",300,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"587","753115","Domestic Well",513297,4442651,"72389","9065280",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"588","753119","Ground Water",534815,4448051,"114014","0203389",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"589","753121","Ground Water",517488,4486557,"11033","3627088",48,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"590","753144","Domestic Well",523052,4456913,"217161","0443229",430,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"591","753148","Domestic Well",534170,4452627,"237713","0481084",283,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"592","753151","Domestic Well",538707,4486299,"238339","0484375",520,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"593","753152","Groundwater",511744,4479331,"34956","0297546T",24,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"594","753153","Domestic Well",511807,4440017,"182924","0374803",521,TRUE,TRUE,TRUE,FALSE,TRUE,45.58,0.05,1e-04,909.780439121756,-72.79,"Microbial"
"595","753154","Domestic Well",511392,4441219,"40998","9064217",434,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"596","753155","Domestic Well",503235,4446840,"252974","0515452a",18,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"597","753159","Domestic Well",521367,4458338,"140005","9066529",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"598","753160","Domestic Well",538459,4455994,"236508","0480568",340,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"599","753176","Domestic Well",528948,4465644,"69346","9065176",NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
